"SongID","F0525","F1152","ORIGINAL-TEXTURE-Musical Layers (Mean)","F1166","F0133","F0136","F0507","ORIGINAL-TEXTURE-Musical Layers (Std)","F0404","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean)","F0945","F1151","F1497","F0529","ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec)","F0151","F1194","F0121","F0927","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+)","F0438","F1489","F0247","F0021","F0246","F1089","F0469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis)","F0772","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio","F0909","F1071","F0466","F1077","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min)","F0010","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis)","F0437","F0013","F0526","VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std)","F0778","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std)","F0109","F1550","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis)","ORIGINAL-TEXTURE-Musical Layers (Max)","F1065","ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage)","F0946","F1475","F0113","F0753","F1053","F0407","F1059","F0110","ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec)","F0770","F1441","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up)","F0958","F0911","F0406","F0917","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness)","ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean)","F0155","F0891","ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec)","F1537","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std)","F0116","F1483","F1096","F0776","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min)","F1419","F1090","F1486","F1469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+)","F1455","ORIGINAL-VAT-Probability of Creaky Voice (Skewness)","F0897","F0251","F1574","F0011","F0905","F0899","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std)","F0328","F1101","F0782","F0923","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std)","Quadrant"
"MT0004683099",2.95,30.549,2.4268,1886100,0.42199,2.6414,0.23214,1.1512,0.14243,5724.3,0.41273,30.201,0.54416,6.8418,0.099768,0.042763,3.0249,626.75,0.41,23.169,0.4841,0.62411,0.13017,0.030958,4.0131,0.45383,5.5852,0.31376,6909.8,1,0.042469,1,0.038462,0.45953,4.6369,0.069488,4.6083,5001.6,116.21,0,4.8317,1515.6,1.0757,1.1978,0.11896,0.043974,481.31,0.1039,0.1785,1,6,4.1099,0.18919,0.15992,0.096846,0.17795,0.19044,3.3464,0.8589,3.5,-0.20534,1.7626,0.35778,-1.4063,0.75,0.16041,0.092506,2.6163,0.038131,0,0.27249,0.68671,0.51851,1.4965,0.010793,73.568,1.0358,1.765,2.0353,0.5156,4291.1,0.20317,2.3699,1.2346,-1.9318,1,-0.99549,-2.8475,0.52226,0.32865,-1.1876,4.0652,-0.078021,-0.019535,0.025248,0.72697,5.5589,0.69071,0.17764,1154.3,"Q1"
"MT0004693207",6.8793,5.0642,1.8297,137510,1.3012,8.8639,0.095786,1.0511,0.10834,5179.6,0.29277,8.6692,2.7085,12.973,0.79814,0.078794,5.8419,829.32,0.27784,24.526,0.28774,1.4665,0.30473,0.082587,1.5718,0.27703,7.1817,0.63788,5772.9,1.8248,0.093963,2.6205,0.24074,0.30416,5.5437,0.10996,6.3788,4191.1,165.05,2.7283,6.4785,1058,2.2073,1.0647,0.94949,0.097599,332.62,0.14923,0.34166,1.7541,6,4.6235,0.37761,0.21493,0.097393,0.024776,0.14289,4.1416,1.7163,4.3062,1.4587,0.93117,0.23857,0.40331,0.44444,0.22211,0.69881,4.0691,0.67095,1.0766,0.58155,0.50809,0.36141,1.5298,0.0022377,148.22,1.9413,3.6466,3.8286,0.34034,4627.9,0.2687,3.3114,1.9844,-0.21328,0.35905,0.46376,0.65113,0.30868,0.11627,0.063439,1.4056,0.60505,0.58264,0.1241,0.76711,6.9614,0.49119,0.64086,1234.3,"Q3"
"MT0004711079",3.8731,24.801,1.2759,852610,0.43353,3.2523,0.17358,0.74969,0.093525,4821.3,0.41778,10.845,0.84513,8.7452,1.2691,0.038884,2.6556,388.73,0.39383,9.1691,0.42696,0.78633,0.17069,0.055639,2.7542,0.40207,5.5748,0.2709,5116.7,2.1508,0.063973,1.9889,0.22449,0.47713,4.8809,0.050738,4.4124,4550.3,156.47,4.1983,4.8845,1216.7,1.3153,1.7366,0.85268,0.035377,279.46,0.11079,0.21715,4.9697,4,4.1065,0.54343,0.19218,0.11926,0.13137,0.19509,3.302,1.1116,3.6663,0.0044618,0.86834,0.28353,-0.10093,0.625,0.18388,-0.040219,3.4007,0.0482,1.4251,0.26993,0.63919,0.49877,2.1709,0.0064622,401.62,1.1194,2.2505,2.5599,0.38013,4513.1,0.14974,2.547,1.3386,-1.0181,0.73963,-0.028146,-0.47349,0.48098,0.23973,-0.77658,1.6116,0.032788,0.0726,0.13428,0.80153,6.1647,0.66317,0.17436,1459.1,"Q1"
"MT0004715422",2.6836,38.662,1.3859,1970100,0.27526,1.9508,0.25744,0.69666,0.10078,6172.1,0.54969,38.288,-0.96473,5.3235,0.36581,0.025125,2.6175,414.5,0.49768,0,0.63572,0.36935,0.080004,0.023154,5.4177,0.45738,4.0737,0.15398,7151.3,0,0.038773,0,0.045455,0.54592,4.1192,0.054836,3.8207,5785.1,71.298,0,4.444,548.67,0.69102,1.4972,0,0.031776,0,0.066172,0.14271,0,4,3.6262,0.57973,0.12199,0.132,0.34982,0.23348,3.08,0.63784,3.2532,-0.029055,0.76489,0.36294,-1.9572,0.66667,0.11334,-0.21256,1.7893,-0.12801,0,0.32121,0.81211,0.63092,2.2281,0.016154,117.67,-0.10766,1.98,1.4975,0.5309,5527.3,0.12986,1.4813,0.84403,-2.4821,1,-2.2568,-4.037,0.56323,0.37045,-1.3118,0.75333,-0.23805,-0.24307,0.045338,0.50542,4.4894,0.73172,-0.095443,1427.3,"Q2"
"MT0004751933",3.0902,23.749,1.8778,1486500,0.4576,3.7549,0.24028,1.0346,0.10782,6202.1,0.30558,23.258,0.42386,9.4318,0.49884,0.054465,2.4069,540,0.31485,16.569,0.55535,0.89793,0.15886,0.072809,2.8092,0.39159,6.6227,0.44131,6910.8,2.1234,0.056227,3.0228,0.18182,0.40739,5.4792,0.050907,5.3871,5195.3,136.7,2.7873,5.5087,1110.3,1.5305,1.597,0.99718,0.044135,473.18,0.11786,0.25818,1.7532,6,4.9402,0.28533,0.20647,0.10489,0.14303,0.2203,3.7557,1.1223,4.0664,-0.61687,2.1616,0.30193,-1.2155,0.57143,0.20103,0.16136,3.0731,0.4007,1.0908,0.3602,0.63814,0.48683,2.1616,0.0025385,213.32,0.60287,2.3195,3.6634,0.43316,4750.4,0.19746,2.7844,1.0522,-1.7725,0.90931,-1.3109,-1.1431,0.39599,0.15843,-0.94443,1.9018,0.13336,0.27702,0.11723,0.82081,7.4418,0.63004,0.46634,1519.7,"Q1"
"MT0004759106",8.1054,-4.93,4.7383,239350,0.74631,5.3333,0.10488,1.482,0.039679,5122.3,0.21659,-4.4811,1.4973,11.743,0,0.030414,2.3901,217.93,0.23818,12.902,0.27815,1.3941,0.15632,0.044818,1.7802,0.40228,7.8344,0.6143,6020.7,3.2636,0.040943,3.2311,0.12963,0.29983,6.145,0.061925,6.0709,5004.7,110.61,1.2373,5.7454,880.19,1.6221,1.3024,0.7259,0.057373,339.74,0.075112,0.26013,2.2714,9,4.8841,0.0060101,0.13555,0.07965,0.080079,0.16281,3.9861,1.1092,4.0907,0.59595,0.66795,0.2896,-0.39578,1,0.15333,0.68872,2.4813,0.69695,0.067015,0.50877,0.62735,0.50943,0.20039,0.0014895,53.036,1.6628,1.3508,3.3096,0.38236,3803.9,0.12732,2.9983,1.069,-1.7141,0.71133,0.30223,-0.42216,0.42336,0.2754,-0.77783,0.99616,0.4048,0.31991,0.11083,0.93018,9.5092,0.45516,0.82786,499.09,"Q4"
"MT0004759588",2.1311,38.182,0.83398,2559800,0.20557,1.6406,0.2951,0.71278,0.10075,6167.1,0.57902,36.942,-0.70793,4.186,0.33256,0.020608,2.4467,354.28,0.58286,0,0.51259,0.43691,0.053193,0.0148,5.217,0.46432,3.6702,0.16662,6988.4,0,0.029102,0,0,0.57867,3.1772,0.043418,3.3028,0,72.633,0,4.5802,488.4,0.74483,1.0314,0,0.025111,0,0.055859,0.12865,0,3,3.1535,0.51486,0.10735,0.13745,0.41671,0.22106,2.9134,0.62938,2.9918,-0.050801,0.19954,0.44138,-1.9334,1,0.095005,-0.21754,1.83,-0.22016,0,0.19447,0.79513,0.62994,0.93117,0.020115,0,-0.67071,1.8924,1.2157,0.59924,5372.5,0.11869,1.0532,0.8023,-2.4903,0,-2.6996,-1.4506,0.55456,0.41009,-1.2921,0.74413,-0.23224,-0.13213,0,0.53034,3.9505,0.7778,-0.32767,0,"Q2"
"MT0004807446",3.2294,33.808,1.4367,1788400,0.49578,2.74,0.26509,0.86446,0.21742,5868.3,0.44721,35.36,-0.018452,7.2123,1.164,0.043881,3.2564,801.35,0.4653,11.743,0.50978,0.55774,0.10724,0.0273,3.5449,0.4346,4.8091,0.19594,6369.6,1,0.054193,1,0.066667,0.5218,4.1413,0.064698,4.1245,5766.4,171.16,1,4.9298,1471.5,1.145,1.8965,0.35687,0.048712,369.79,0.11448,0.18472,1,4,3.7718,0.45618,0.16408,0.11522,0.1875,0.19764,3.283,1.0323,3.4081,-0.15867,1.43,0.33406,-1.087,0.5,0.16909,-0.15776,3.6201,-0.17856,1.3856e-15,0.23695,0.61147,0.51045,2.7602,0.010522,77.782,0.096965,2.9351,2.116,0.51428,4947.7,0.22822,1.9213,1.4786,-1.3299,1,-1.2482,-1.8961,0.5125,0.32683,-0.98478,2.4588,-0.20233,-0.11623,0.032838,0.61773,5.055,0.70401,-0.076074,1125.8,"Q2"
"MT0004817670",4.329,16.886,2.088,755370,0.39413,2.9027,0.19726,0.95202,0.069198,5870.7,0.30072,7.1122,0.91739,8.6712,0.16699,0.037781,1.7862,311.71,0.33276,18.679,0.24663,0.89182,0.11348,0.060322,2.0489,0.40655,6.8469,0.49137,6638.4,2.7709,0.040927,1.2677,0.13333,0.39241,5.0982,0.052313,5.3834,4225.7,131.99,1.7591,6.1977,1272.3,1.3476,0.90168,0.81494,0.046461,585.3,0.095691,0.17548,2.2802,5,5.5694,0.20221,0.15271,0.10098,0.1805,0.20318,3.8615,1.0152,3.9546,0.03146,1.2357,0.34977,-0.64166,0.16667,0.15782,0.41047,2.9757,0.61396,-0.1664,0.58321,0.68076,0.33017,1.1689,0.0052599,92.88,0.96164,1.2842,2.7841,0.44539,4744.3,0.14045,3.0131,0.82838,-1.1286,0.18118,-0.91421,-0.0066283,0.34352,0.23715,-0.62269,2.2956,0.24377,0.58918,0.048068,0.65294,10.886,0.58591,1.0816,2662.6,"Q3"
"MT0004833310",6.7762,11.463,3.1301,184810,0.79458,5.6371,0.08146,1.3848,0.05361,5126.6,0.32343,13.579,1.0584,10.725,0.066512,0.060694,5.0815,403.15,0.26786,22.509,0.48846,1.239,0.14176,0.054448,2.3744,0.33211,6.4517,0.4015,6479.6,2.3501,0.059065,1.8612,0.19697,0.30071,5.6438,0.071892,5.8734,4614.3,125.21,2.5616,6.0214,1123.6,1.5942,1.2643,0.99457,0.05981,496.26,0.097992,0.33439,3.3581,7,4.8586,0.10039,0.17349,0.086886,0.056011,0.15818,4.3651,1.2045,3.8529,0.40972,1.7958,0.23577,-0.56625,0.5,0.18367,0.79733,2.6229,0.50302,1.0553,0.32927,0.56355,0.41998,0.96442,0.00084654,77.711,1.8491,1.0684,3.2551,0.40341,4603.1,0.15888,2.6459,1.3409,-0.79691,0.60471,-0.97791,0.40732,0.35479,0.15532,-0.7536,2.4214,0.61749,0.59322,0.05278,0.71852,6.092,0.59771,0.82079,751.4,"Q4"
"MT0004840819",5.1621,19.364,2.1813,545620,0.77802,4.484,0.1284,1.1699,0.090476,4663.1,0.33585,21.238,1.2812,9.7084,0.49884,0.065868,4.4845,693.97,0.35739,25.721,0.1903,1.182,0.27583,0.060826,2.3744,0.39077,6.1624,0.48892,5983.5,1.7565,0.061274,2.1595,0.17778,0.40472,5.1023,0.071064,5.3128,4592.5,128.25,5.6173,6.1101,1344.1,1.7112,0.83178,1.1895,0.068948,672.69,0.14912,0.24393,1.5744,6,4.611,0.2805,0.18567,0.094104,0.093335,0.17389,3.7071,1.2817,3.9251,0.48263,1.1972,0.34084,0.051089,0.5,0.16678,0.28418,3.5485,0.34136,2.0591,0.45279,0.6209,0.49993,1.3302,0.0026198,113.83,1.4604,1.403,3.2765,0.44909,3783.8,0.21425,2.5777,1.7511,-1.0194,0.54757,-0.26378,-0.066566,0.45672,0.18685,-0.20717,2.5621,0.28529,0.22987,0.14534,0.91763,6.2958,0.55912,0.48176,1257,"Q3"
"MT0004842694",4.4264,13.119,1.0498,829780,0.44731,2.3887,0.14647,0.79669,0.091704,4375.2,0.35828,9.8525,2.2576,7.5264,0.8314,0.047,3.7828,461.56,0.41462,16.068,0.021668,0.95628,0.14742,0.045949,0.80262,0.28416,6.0656,0.34749,4919.9,4.7198,0.046542,1.8214,0.37143,0.43263,4.3937,0.052375,5.0509,3783.6,118.98,4.8191,6.621,695.36,1.3315,1.0314,0.62673,0.067902,316.31,0.10938,0.29856,1.8178,5,4.0376,0.49054,0.21568,0.11175,0.20533,0.15188,3.4396,0.99928,3.7078,0.36662,0.23279,0.32569,0.77398,0.66667,0.13027,0.17471,3.7593,0.082592,1.7742,0.72804,0.69765,0.41868,0.76489,0.001491,128.29,2.4901,1.9757,3.2662,0.53554,3790.6,0.16341,2.8673,1.1239,-0.10281,0,-1.2467,0.060681,0.40957,0.19005,0.47602,0.94153,0.13379,0.30875,0.095493,0.82443,4.3822,0.65612,0.036639,1140.6,"Q3"
"MT0004850690",5.1587,20.935,3.0174,602000,0.49941,3.6972,0.12944,1.2881,0.055773,5620.1,0.39783,19.803,0.6595,8.9842,0.099768,0.047066,4.0343,439.18,0.30198,20.047,0.31644,0.97361,0.16918,0.042371,2.1403,0.44281,5.308,0.34221,5980.4,2.3333,0.051743,1.5945,0.13793,0.39811,5.153,0.065262,5.2883,5326.9,110.49,2.1236,6.5537,1038.7,1.2099,0.56561,0.25234,0.061926,243.55,0.091103,0.21342,1.9382,6,4.6613,0.044788,0.18234,0.079132,0.17323,0.20494,3.5982,0.84277,4.3856,0.25144,1.3635,0.31801,-0.26945,0,0.14513,0.37024,2.4481,0.59519,0.9277,0.61574,0.6609,0.51918,0.56535,0.0031649,0,0.52469,0.89356,2.4512,0.45061,4473.9,0.15991,2.0718,1.3583,-1.3763,0.48488,-0.77311,-1.5354,0.46994,0.28157,-0.36976,2.0146,0.11754,0.078571,0,1.0312,4.9579,0.58543,0.61957,0,"Q4"
"MT0004867185",4.3626,29.228,1.4311,1010000,0.71061,3.6123,0.21025,0.83053,0.18612,5002.5,0.38706,29.941,0.54145,8.3682,1.563,0.059493,3.9871,900.79,0.43662,14.054,0.29945,0.74938,0.19955,0.046134,3.779,0.43345,5.3874,0.36206,6222.9,1.5,0.063856,1.5,0.076923,0.44116,4.1786,0.072049,4.3734,4146.1,161.6,1.5,5.265,1181.7,1.612,2.2292,0.84673,0.071818,51.451,0.15981,0.21285,1.5,5,4.2116,0.45888,0.19168,0.11702,0.11838,0.19193,3.516,1.4478,3.9883,0.48579,0.96442,0.27972,-0.70071,0.5,0.15252,0.21029,3.6593,0.4313,-0.3818,0.18397,0.6194,0.49669,2.8933,0.0092825,300.93,0.59737,3.4986,2.4648,0.43657,4043.4,0.27649,2.3601,1.8618,-0.54122,0,0.17148,-0.90634,0.51118,0.24066,-0.81417,1.528,0.1155,0.021183,0.03774,0.65348,5.1944,0.63166,0.1343,2393.5,"Q2"
"MT0004867564",11.403,-22.617,4.5224,37362,0.85672,9.9809,0.053468,1.1535,0.04036,3390.7,0.3928,-15.422,2.3808,15.687,0,0.029421,2.7241,91.645,0.3169,27.276,0,1.3284,0.31522,0.072416,1.0033,0.34611,7.1774,0.62261,3390.7,2.0176,0.041153,1.3515,0.13953,0.37694,5.5224,0.10354,6.3368,4587.7,98.269,3.5546,6.393,907.25,1.3505,0.4658,1.1603,0.039762,984.64,0.016256,0.35874,1.7092,8,4.5676,0.003861,0.24697,0.075989,0.011239,0.11082,3.9077,1.2136,4.0523,0.72035,0.39907,0.19759,0.3465,0.5,0.2521,0.32804,2.8294,0.76647,1.4161,0.63977,0.4992,0.47179,0.16628,0.00023359,187.39,2.9679,0.76849,4.5638,0.31242,3390.7,0.07477,3.4254,2.8745,0.34343,0.17554,-1.5268,-0.01726,0.38075,0.19449,-0.80729,2.2398,0.52729,0.40939,0.2586,0.81286,5.1945,0.41993,0.59272,400.69,"Q4"
"MT0004882280",4.5886,27.651,1.5722,701430,0.67267,5.6343,0.1391,0.86999,0.08725,3847.4,0.48439,14.492,-0.12286,9.8267,0.9375,0.057379,3.4965,502.31,0.54938,0,0.105,0.91644,0.18546,0.025313,3.4689,0.44994,4.3718,0.27609,5264.4,0,0.041287,0,0,0.58403,3.5411,0.051474,3.8338,0,167.36,0,4.4122,1835.2,1.282,1.4733,0,0.053823,0,0.12011,0.24095,0,5,3.3365,0.42002,0.14389,0.1184,0.049714,0.16891,2.8696,1.0099,3.0662,-0.23308,1.1384,0.30977,-1.2928,0,0.14156,-0.2636,2.982,-0.13115,0,0.15267,0.54944,0.63288,2.4777,0.0087383,0,0.13399,3.2578,1.6028,0.44932,2972.4,0.17071,1.5891,1.4451,-1.8625,0,-0.1154,-0.80826,0.61745,0.33272,-1.3073,4.0919,-0.34244,-0.31623,0,0.5021,4.8599,0.56831,-0.18944,0,"Q2"
"MT0004896738",3.5201,29.923,2.12,1273300,0.42063,2.6111,0.20591,0.97934,0.13133,5121.6,0.43718,16.748,0.87132,6.7313,0.37725,0.041509,2.8123,543.35,0.43698,22.37,0.48664,0.45451,0.15325,0.037443,4.1388,0.44662,5.363,0.28291,6195.9,1.8068,0.048679,2.6124,0.13462,0.49115,4.6198,0.051951,4.6929,4805.2,136.7,3.6959,4.1509,1411.1,1.0829,1.5432,0.90071,0.043261,370.15,0.10757,0.20521,3.5513,5,4.0578,0.24746,0.16183,0.071558,0.18009,0.17382,3.2892,1.032,3.498,0.40762,2.1606,0.35157,-0.76783,0.6,0.15356,-0.054783,2.9274,0.049291,1.0924,0.30015,0.65398,0.52519,2.1263,0.012601,74.928,1.191,1.1653,2.5303,0.45225,4296.4,0.18303,2.5331,1.873,-1.1332,0.56268,-0.24348,-0.52763,0.50493,0.29611,-1.3277,2.7776,-0.10917,-0.009721,0.046777,0.65728,5.9549,0.6519,0.099565,1690.5,"Q1"
"MT0004911454",7.3882,8.1246,3.2575,120860,0.85692,5.3225,0.062179,1.2133,0.053588,4512.3,0.42269,11.458,1.7775,10.96,0.13302,0.052961,5.7785,605.94,0.49151,15.42,0.045833,1.1316,0.21394,0.040263,1.3377,0.43239,5.2734,0.5108,5805.3,1.9061,0.04714,2.8254,0.25581,0.47349,4.0047,0.075943,4.5794,4405.3,126.19,4.5745,5.4396,1807.4,1.3693,0.96487,1.1691,0.060571,430.45,0.10496,0.29433,1.8267,7,3.4842,0.056757,0.14717,0.080329,0.076372,0.13709,3.5335,1.0565,3.3533,1.4724,1.4965,0.31732,0.53937,0.25,0.13856,0.039177,2.7728,0.018354,1.6182,0.51612,0.62402,0.55834,0.33256,0.00066668,219.05,1.5484,0.87898,2.3145,0.4585,3697.2,0.1756,1.9163,1.4078,-1.4169,0.22744,0.82986,4.7884e-05,0.50582,0.28658,-0.21864,5.4127,-0.19534,-0.13153,0.11226,0.74257,5.4855,0.57917,-0.094316,1136.9,"Q4"
"MT0004922692",5.1826,8.036,1.7653,25930,0.85554,5.4669,0.059348,0.76899,0.030829,5675.6,0.39576,3.9965,1.4824,9.5646,0.099768,0.085119,15.111,501.3,0.34008,12.602,0.23319,1.9947,0.18529,0.0532,2.4413,0.20515,6.3848,0.53463,6412.9,1.5,0.045469,1.5,0.21429,0.41388,5.1337,0.066551,6.0666,5203,75.521,1.5,5.9343,455.53,2.1894,0.66542,0.63757,0.051777,605.94,0.13042,0.63855,1.5,5,6.2035,0.40174,0.19701,0.069148,0.062898,0.13767,3.8425,0.86508,4.397,1.3096,0.8314,0.22293,0.33485,0.6,0.15396,0.072907,1.9567,0.59383,0.51665,0.71692,0.44705,0.26304,1.3635,0.0029111,87.902,1.5586,1.9073,3.0212,0.41031,4989.6,0.17167,3.0963,0.96134,-0.40128,0.4203,0.20464,0.24704,0.23381,0.12125,-0.8494,0.66394,0.45438,1.1828,0.15816,0.67009,5.6121,0.59836,0.48738,1239.4,"Q3"
"MT0004942017",3.4317,30.023,1.3512,936630,0.56889,3.4707,0.25114,0.89,0.24993,5150.4,0.4395,30.642,1.2895,7.9622,1.4633,0.069326,4.1966,682.28,0.48192,0,0.33306,0.62705,0.39897,0.051423,4.2138,0.43794,5.2253,0.43431,6270.5,0,0.049629,0,0.047619,0.48454,4.1199,0.10798,4.1951,4795.2,174.16,0,4.5808,1933.8,1.4012,2.1626,0,0.060055,0,0.15213,0.23065,0,4,3.7601,0.42664,0.17233,0.11732,0.12481,0.16801,3.2586,1.2405,3.3406,0.028078,1.3635,0.32044,0.14914,0,0.15274,-0.031505,3.6286,-0.2518,0,0.27516,0.59797,0.54955,2.1284,0.006072,217.09,1.4246,2.3579,2.0597,0.42787,4153.6,0.216,2.344,2.9973,-0.29147,0,0.16433,-0.58371,0.55124,0.19157,-0.97679,2.9927,-0.10281,-0.25169,0.0862,0.5973,5.3188,0.69435,-0.096783,572.51,"Q2"
"MT0004956006",1.1023,39.55,0.84633,3404600,0.20908,1.4255,0.35235,0.69668,0.10369,6133.5,0.56848,38.761,-0.91751,3.0008,0.39907,0.021601,1.9147,406.84,0.54806,0,0.53168,0.27268,0.036944,0.019228,4.7154,0.46716,3.7072,0.10391,6757.9,0,0.020473,0,0,0.58579,3.5923,0.048244,3.5403,0,78.769,0,4.3696,598.88,0.68049,1.2976,0,0.029825,0,0.043869,0.18019,0,3,3.0379,0.5195,0.11047,0.15595,0.54696,0.2261,2.8412,0.62518,2.9614,0.12827,0.16628,0.48921,-2.1221,0,0.10253,-0.23033,1.8422,-0.1929,0,0.18101,0.82752,0.60868,1.0974,0.013674,0,-0.30338,2.1398,1.3016,0.65078,5876.4,0.132,1.0321,0.83609,-2.7986,0,-2.7312,-0.96068,0.639,0.40287,-1.3554,0.75132,-0.37376,-0.44834,0,0.44287,4.2765,0.73017,-0.12299,0,"Q2"
"MT0004958762",2.5804,30.57,1.1539,1206800,0.65156,4.5448,0.31275,0.85253,0.30124,5709.3,0.37555,29.769,1.1632,7.7924,2.3671,0.080491,3.9096,917.28,0.41357,11.873,0.57395,0.77842,0.16338,0.054151,2.4814,0.40686,5.7673,0.36229,6601.1,2.022,0.062477,1.5129,0.15,0.43209,4.4828,0.080286,4.7095,4580.2,247.97,1.7693,5.05,2180.7,1.8865,2.7674,1.0622,0.07378,201.13,0.17377,0.25748,1.299,5,4.0594,0.50803,0.20774,0.10604,0.07714,0.17333,3.4934,1.689,3.6531,0.17207,0.80015,0.31788,-0.02875,0.16667,0.17531,0.11514,4.7877,0.10461,-0.26446,0.23635,0.54671,0.45338,2.1671,0.0051668,272.42,1.1116,4.525,2.9101,0.46035,4598.6,0.30414,2.7988,1.1365,-0.53433,0.6715,-0.13684,-0.60363,0.43382,0.21249,-0.41519,2.848,0.076298,0.14876,0.069797,0.71621,5.8228,0.63706,0.16997,1938.3,"Q2"
"MT0004978135",5.0492,18.001,2.1429,432070,0.48011,3.0788,0.1051,1.1439,0.071318,5098.2,0.38114,17.312,1.6171,8.4106,0.46558,0.043367,6.3181,493.57,0.35161,14.466,0.34249,0.88016,0.19394,0.073054,2.1738,0.35356,5.5193,0.30576,6146.2,1.5784,0.059183,2.5626,0.1,0.36689,4.7341,0.068513,4.7638,4066.7,105.08,2.9946,6.744,984.08,1.3331,0.96487,1.2666,0.066889,463.66,0.12505,0.29338,1.9463,6,4.7017,0.32896,0.17562,0.087434,0.17998,0.15835,3.9241,0.92877,4.103,0.94057,1.5298,0.34083,0.51052,0.375,0.13683,0.52655,2.8269,0.5346,1.3296,0.62936,0.67415,0.43116,1.2305,7.2889e-05,142.91,1.4357,1.1031,2.6636,0.47095,4075.8,0.15386,2.0838,1.3437,-0.43602,0.58166,0.18559,1.3577,0.40087,0.18427,-0.15139,2.605,0.40215,0.37217,0.15364,0.8403,5.4432,0.63589,0.39223,1014.8,"Q3"
"MT0004988249",8.3217,5.798,2.7245,48387,0.97741,6.0701,0.055571,1.2797,0.043995,4435,0.45487,7.1209,2.3687,12.51,0.19954,0.05493,6.6854,394.86,0.45191,17.157,0.029657,1.4672,0.39077,0.058669,1.0367,0.29579,5.2249,0.88509,4956.4,3.8456,0.081017,2.2195,0.41463,0.35833,4.3227,0.069593,4.9182,4027.4,123.3,2.946,6.1506,770.89,2.058,0.93159,0.88346,0.058849,292.74,0.11018,0.30084,4.3112,7,4.7094,0.16197,0.1591,0.067716,0.048187,0.11784,3.9517,1.4978,4.2513,2.7879,1.3302,0.22295,0.56872,0,0.13067,0.51859,3.5296,0.45313,1.0627,0.69544,0.55527,0.40988,0.8314,0.0025261,135.8,1.7455,1.5623,2.8671,0.35146,3770.6,0.14273,2.3384,2.4647,-0.6754,0.1906,1.9044,-0.51043,0.36148,0.15346,-0.22857,1.1165,0.64527,0.60996,0.029025,0.74104,4.8898,0.5876,0.28301,732.28,"Q3"
"MT0005001966",3.7267,26.111,3.161,1327800,0.52157,2.8563,0.21122,1.1283,0.14499,4297.9,0.34857,25.74,0.6955,7.1211,0.099768,0.047543,3.67,660.59,0.35331,13.842,0,0.83629,0.14866,0.052942,2.3075,0.39069,5.6047,0.50447,4690.5,3.2651,0.04844,2.8842,0.17949,0.43455,5.0746,0.096344,5.0598,3812.4,79.836,1.7444,5.0815,585.63,1.3483,0.83178,1.1299,0.067617,271.26,0.13037,0.23965,2.1024,6,4.9917,0.035907,0.15778,0.091523,0.20013,0.19198,3.5942,1.0263,3.8871,0.83253,0.93117,0.35213,-0.42442,0.33333,0.16633,0.27891,1.9234,0.34789,0.57218,0.65596,0.72437,0.4775,0.39907,0.0051165,111.27,1.0748,1.1209,2.2906,0.54751,3807.6,0.22645,2.0853,1.1777,-1.0106,0,0.45955,0.062561,0.46399,0.24897,-0.93422,1.1084,0.1781,0.11104,0.14025,0.7705,6.6629,0.67637,0.60808,878.74,"Q3"
